cgpa,backlog,semester,department,course_id,employability_index,skills_count,placed
7.0,2,7,Electronics,AIML,0.9,4,0
4.71,2,7,Electronics,CYB,0.83,5,0
9.69,0,5,Information Technology,CLOUD,0.87,2,1
7.54,0,7,Electronics,CYB,0.83,3,0
4.49,0,7,Mechanical,CYB,0.83,6,1
7.08,1,5,Civil,DS,0.85,6,0
9.53,1,7,Electronics,DS,0.85,3,1
8.82,0,8,Civil,AIML,0.9,3,1
7.78,0,5,Civil,DS,0.85,7,1
6.52,2,5,Mechanical,DS,0.85,8,1
7.89,0,5,Mechanical,WEB,0.78,3,0
7.36,2,6,Mechanical,CLOUD,0.87,5,1
6.34,2,6,Civil,CLOUD,0.87,1,0
6.95,2,6,Mechanical,DS,0.85,6,1
5.61,0,5,Mechanical,CYB,0.83,8,0
5.11,0,8,Computer Science,WEB,0.78,3,0
6.2,0,6,Electronics,WEB,0.78,1,1
5.11,0,8,Civil,WEB,0.78,6,0
5.6,1,8,Electronics,CYB,0.83,1,0
8.97,0,6,Electronics,WEB,0.78,4,1
7.8,2,6,Mechanical,AIML,0.9,4,1
9.47,1,7,Electronics,AIML,0.9,4,0
6.34,0,5,Computer Science,DS,0.85,3,0
5.93,0,6,Information Technology,AIML,0.9,4,0
7.06,0,6,Computer Science,WEB,0.78,7,1
8.82,1,5,Mechanical,AIML,0.9,2,1
7.53,0,5,Computer Science,CLOUD,0.87,6,1
8.35,0,6,Computer Science,AIML,0.9,5,1
7.11,0,5,Information Technology,WEB,0.78,3,0
9.49,0,7,Civil,CLOUD,0.87,5,1
10.0,0,6,Civil,CYB,0.83,2,1
8.55,0,6,Mechanical,AIML,0.9,4,1
7.13,0,8,Mechanical,CLOUD,0.87,6,1
9.13,2,5,Civil,WEB,0.78,5,0
7.25,0,6,Information Technology,DS,0.85,1,0
7.0,2,7,Mechanical,CYB,0.83,5,0
8.95,1,5,Electronics,CYB,0.83,3,0
9.12,1,5,Civil,DS,0.85,3,1
7.67,0,7,Civil,AIML,0.9,4,1
7.75,1,6,Computer Science,WEB,0.78,6,1
7.77,0,6,Mechanical,WEB,0.78,6,1
7.65,0,5,Computer Science,AIML,0.9,1,0
8.34,1,7,Electronics,WEB,0.78,3,0
6.73,2,5,Civil,DS,0.85,1,0
6.05,1,7,Mechanical,DS,0.85,3,1
7.39,2,6,Electronics,AIML,0.9,2,0
7.74,0,7,Civil,CLOUD,0.87,4,1
7.4,0,7,Electronics,CLOUD,0.87,4,1
5.97,0,7,Information Technology,CYB,0.83,3,0
8.79,0,6,Computer Science,CYB,0.83,0,1
8.3,0,8,Mechanical,WEB,0.78,4,1
7.95,0,7,Electronics,CLOUD,0.87,1,1
10.0,0,7,Information Technology,WEB,0.78,7,1
8.68,0,5,Civil,AIML,0.9,4,1
9.68,0,6,Mechanical,WEB,0.78,1,1
7.55,2,5,Civil,CYB,0.83,3,0
6.27,2,8,Civil,WEB,0.78,2,0
7.56,1,7,Mechanical,AIML,0.9,0,0
7.98,0,5,Mechanical,CYB,0.83,2,1
8.87,1,7,Civil,AIML,0.9,1,1
7.03,1,6,Information Technology,WEB,0.78,4,1
7.41,0,6,Computer Science,AIML,0.9,2,1
5.36,0,6,Computer Science,DS,0.85,4,1
7.28,2,6,Computer Science,CYB,0.83,3,1
7.96,1,7,Information Technology,CLOUD,0.87,3,0
7.32,1,5,Computer Science,CLOUD,0.87,4,0
5.12,1,7,Information Technology,WEB,0.78,1,0
7.03,1,5,Civil,CLOUD,0.87,1,0
8.1,2,7,Mechanical,AIML,0.9,3,1
7.01,3,8,Electronics,WEB,0.78,1,0
8.3,1,6,Information Technology,DS,0.85,7,1
9.11,0,7,Information Technology,WEB,0.78,2,1
6.82,0,7,Computer Science,AIML,0.9,6,1
7.34,0,6,Computer Science,DS,0.85,4,1
7.1,0,5,Mechanical,AIML,0.9,8,1
6.18,0,6,Information Technology,AIML,0.9,2,1
7.9,1,8,Mechanical,AIML,0.9,5,1
7.16,0,7,Civil,CYB,0.83,1,1
7.12,0,6,Civil,WEB,0.78,2,0
5.89,1,8,Information Technology,AIML,0.9,3,0
6.96,0,8,Civil,DS,0.85,4,1
6.92,0,6,Electronics,DS,0.85,5,1
7.0,2,7,Civil,AIML,0.9,5,1
6.8,0,7,Mechanical,DS,0.85,1,0
6.14,0,6,Mechanical,WEB,0.78,1,1
6.39,0,7,Computer Science,CLOUD,0.87,3,1
6.77,2,7,Civil,DS,0.85,9,1
6.18,1,7,Civil,AIML,0.9,2,0
8.47,0,8,Information Technology,CYB,0.83,4,1
10.0,0,8,Information Technology,AIML,0.9,2,1
7.66,1,5,Computer Science,AIML,0.9,3,0
7.49,0,5,Electronics,CLOUD,0.87,3,1
6.47,0,8,Electronics,CYB,0.83,4,1
5.06,1,6,Mechanical,WEB,0.78,4,0
8.23,0,7,Information Technology,CLOUD,0.87,8,0
7.67,1,7,Electronics,AIML,0.9,4,1
7.39,0,7,Computer Science,CYB,0.83,2,0
8.07,2,8,Civil,WEB,0.78,5,0
5.25,0,8,Electronics,CYB,0.83,2,1
6.53,0,5,Mechanical,CLOUD,0.87,7,1
7.23,0,5,Civil,CYB,0.83,4,1
7.22,0,5,Information Technology,DS,0.85,6,1
4.04,1,8,Mechanical,DS,0.85,1,0
7.83,0,5,Mechanical,WEB,0.78,1,1
6.7,0,8,Civil,WEB,0.78,0,1
7.11,1,5,Information Technology,CYB,0.83,6,1
6.19,1,6,Electronics,WEB,0.78,4,1
7.7,2,6,Computer Science,CLOUD,0.87,4,1
7.42,0,8,Mechanical,AIML,0.9,4,0
6.38,0,6,Computer Science,WEB,0.78,4,1
6.17,0,7,Civil,DS,0.85,3,0
6.98,1,5,Civil,CLOUD,0.87,3,0
5.9,1,8,Civil,DS,0.85,2,0
7.06,0,6,Mechanical,DS,0.85,7,1
7.38,1,5,Computer Science,WEB,0.78,4,0
7.89,0,7,Computer Science,WEB,0.78,2,0
6.23,0,8,Civil,AIML,0.9,3,1
6.71,1,6,Computer Science,AIML,0.9,5,0
8.88,0,5,Mechanical,CYB,0.83,1,0
9.12,0,8,Civil,WEB,0.78,1,1
8.97,0,5,Electronics,CYB,0.83,6,1
8.45,1,6,Computer Science,DS,0.85,1,0
6.83,0,6,Civil,WEB,0.78,3,1
6.42,1,8,Mechanical,DS,0.85,5,0
6.71,0,5,Information Technology,CYB,0.83,3,0
7.13,1,5,Information Technology,AIML,0.9,2,0
7.54,0,5,Mechanical,AIML,0.9,4,0
6.55,2,5,Mechanical,AIML,0.9,7,0
7.17,2,5,Information Technology,DS,0.85,4,1
8.35,1,5,Information Technology,AIML,0.9,0,1
8.8,0,8,Information Technology,DS,0.85,4,0
6.76,1,5,Civil,AIML,0.9,4,1
8.89,0,8,Information Technology,WEB,0.78,5,1
9.85,0,6,Mechanical,CLOUD,0.87,9,1
9.34,0,8,Computer Science,CYB,0.83,0,1
7.95,1,6,Information Technology,DS,0.85,3,0
6.68,1,7,Electronics,CYB,0.83,2,0
5.58,0,7,Computer Science,AIML,0.9,3,1
7.84,0,7,Civil,CYB,0.83,3,1
8.17,1,5,Mechanical,AIML,0.9,4,1
6.41,2,7,Mechanical,CYB,0.83,0,1
9.54,0,7,Civil,WEB,0.78,3,1
5.9,0,6,Electronics,AIML,0.9,7,1
7.54,0,7,Mechanical,AIML,0.9,1,1
8.7,0,7,Information Technology,AIML,0.9,3,0
8.44,1,6,Electronics,CYB,0.83,4,0
7.18,0,5,Civil,AIML,0.9,5,1
6.97,0,8,Computer Science,WEB,0.78,6,1
8.48,0,5,Civil,WEB,0.78,1,1
5.56,0,8,Civil,DS,0.85,6,1
7.11,0,6,Information Technology,CYB,0.83,4,1
7.74,2,6,Electronics,CLOUD,0.87,0,0
5.93,0,5,Computer Science,WEB,0.78,1,0
5.94,0,8,Electronics,AIML,0.9,4,1
4.38,4,6,Electronics,AIML,0.9,6,0
6.78,0,8,Computer Science,WEB,0.78,1,0
5.68,0,5,Computer Science,WEB,0.78,3,0
6.94,0,8,Electronics,CLOUD,0.87,4,0
6.89,0,8,Computer Science,AIML,0.9,0,0
6.08,1,8,Mechanical,CLOUD,0.87,6,1
6.89,0,6,Electronics,CLOUD,0.87,3,1
7.05,0,7,Electronics,CYB,0.83,1,1
7.72,1,6,Information Technology,CLOUD,0.87,4,0
5.49,0,5,Mechanical,DS,0.85,3,0
6.84,1,6,Mechanical,AIML,0.9,2,0
8.38,0,8,Mechanical,CLOUD,0.87,3,1
6.87,1,5,Civil,CLOUD,0.87,6,1
6.92,0,5,Computer Science,DS,0.85,3,0
6.49,1,5,Information Technology,AIML,0.9,1,1
6.46,0,7,Mechanical,DS,0.85,2,1
6.33,1,6,Mechanical,DS,0.85,3,1
6.29,2,6,Mechanical,AIML,0.9,3,1
7.51,0,6,Computer Science,DS,0.85,5,1
5.45,0,7,Computer Science,CLOUD,0.87,3,0
6.42,1,6,Electronics,CYB,0.83,4,0
5.05,1,7,Mechanical,DS,0.85,3,0
6.0,0,8,Mechanical,DS,0.85,3,1
6.92,0,8,Computer Science,CYB,0.83,4,1
8.8,0,5,Electronics,AIML,0.9,1,1
7.52,1,7,Civil,WEB,0.78,2,0
5.09,1,5,Computer Science,DS,0.85,4,1
9.18,0,7,Computer Science,WEB,0.78,4,1
8.26,1,5,Mechanical,DS,0.85,3,0
6.11,1,5,Computer Science,AIML,0.9,4,1
6.68,0,5,Civil,CYB,0.83,2,1
5.68,3,8,Electronics,CLOUD,0.87,5,0
5.98,2,6,Mechanical,WEB,0.78,2,0
7.79,1,6,Civil,DS,0.85,7,1
5.68,0,6,Computer Science,AIML,0.9,5,1
7.32,0,7,Electronics,AIML,0.9,7,1
6.81,0,5,Mechanical,CLOUD,0.87,2,1
6.65,1,7,Civil,DS,0.85,2,1
6.46,1,7,Electronics,CYB,0.83,0,1
8.11,1,8,Mechanical,AIML,0.9,2,0
5.2,1,8,Electronics,CLOUD,0.87,3,1
6.16,0,8,Computer Science,CYB,0.83,7,1
7.27,1,7,Electronics,DS,0.85,6,0
8.78,1,8,Civil,AIML,0.9,3,1
6.36,1,8,Civil,CYB,0.83,5,0
8.42,0,8,Information Technology,CLOUD,0.87,5,1
8.58,2,6,Information Technology,WEB,0.78,4,0
9.67,2,7,Information Technology,DS,0.85,5,1
6.81,0,8,Computer Science,DS,0.85,0,0
5.97,2,6,Information Technology,CYB,0.83,3,0
6.45,1,5,Information Technology,AIML,0.9,4,1
7.06,2,5,Mechanical,CLOUD,0.87,1,0
5.99,0,5,Mechanical,AIML,0.9,1,1
9.14,0,7,Civil,CYB,0.83,2,1
8.0,0,7,Electronics,DS,0.85,0,1
7.62,0,7,Civil,DS,0.85,2,1
6.77,0,7,Information Technology,CLOUD,0.87,1,0
4.28,0,6,Electronics,CYB,0.83,2,0
5.63,3,8,Computer Science,DS,0.85,2,0
6.07,1,6,Electronics,AIML,0.9,9,1
5.52,0,7,Information Technology,CLOUD,0.87,2,1
7.1,0,8,Information Technology,WEB,0.78,5,1
5.91,1,8,Information Technology,DS,0.85,3,0
5.3,0,8,Civil,DS,0.85,2,0
6.49,1,6,Mechanical,AIML,0.9,2,0
5.23,0,8,Civil,CLOUD,0.87,4,0
5.29,0,6,Information Technology,WEB,0.78,3,1
5.22,0,5,Information Technology,WEB,0.78,2,0
7.78,2,8,Computer Science,WEB,0.78,5,1
7.36,0,7,Civil,DS,0.85,4,1
7.35,2,6,Computer Science,CLOUD,0.87,6,0
7.63,2,8,Computer Science,DS,0.85,2,0
7.45,0,5,Information Technology,DS,0.85,5,1
7.75,1,7,Information Technology,CYB,0.83,7,1
5.62,1,7,Mechanical,AIML,0.9,2,1
6.29,2,8,Electronics,AIML,0.9,2,0
8.79,0,8,Information Technology,CYB,0.83,4,1
6.1,0,5,Information Technology,AIML,0.9,1,1
7.32,0,6,Civil,DS,0.85,1,0
6.63,1,5,Civil,CYB,0.83,7,1
7.3,0,6,Computer Science,DS,0.85,4,1
7.95,0,6,Computer Science,CLOUD,0.87,5,1
6.07,1,5,Information Technology,WEB,0.78,3,0
8.78,1,6,Mechanical,WEB,0.78,5,1
8.67,0,5,Information Technology,WEB,0.78,0,1
7.75,0,8,Information Technology,AIML,0.9,0,1
6.6,0,8,Information Technology,AIML,0.9,2,1
6.47,0,8,Civil,AIML,0.9,6,1
7.78,0,8,Information Technology,WEB,0.78,3,0
5.6,0,5,Computer Science,CLOUD,0.87,7,1
7.12,1,6,Civil,CYB,0.83,0,0
4.33,0,7,Computer Science,CYB,0.83,1,0
7.23,1,6,Information Technology,CLOUD,0.87,3,0
9.69,0,8,Computer Science,CYB,0.83,2,1
7.91,0,5,Electronics,CYB,0.83,2,1
8.25,0,7,Electronics,CYB,0.83,5,1
7.86,2,5,Electronics,CLOUD,0.87,3,1
5.54,0,5,Computer Science,CLOUD,0.87,7,1
7.41,2,5,Electronics,AIML,0.9,5,1
4.63,0,7,Electronics,AIML,0.9,4,1
7.56,0,6,Mechanical,WEB,0.78,0,0
6.0,1,6,Electronics,WEB,0.78,3,1
7.45,0,8,Electronics,CLOUD,0.87,2,0
10.0,0,7,Civil,WEB,0.78,5,1
6.67,2,7,Electronics,AIML,0.9,3,1
7.76,2,7,Information Technology,CLOUD,0.87,7,1
8.72,0,5,Information Technology,CYB,0.83,3,1
8.55,0,8,Mechanical,CYB,0.83,7,1
6.01,0,5,Information Technology,CLOUD,0.87,3,1
7.91,0,8,Computer Science,WEB,0.78,4,1
4.89,0,8,Electronics,WEB,0.78,4,0
6.66,0,8,Electronics,AIML,0.9,2,1
7.67,1,7,Computer Science,CYB,0.83,2,0
6.04,0,8,Civil,AIML,0.9,2,1
7.32,1,7,Computer Science,CLOUD,0.87,6,0
7.28,2,7,Civil,WEB,0.78,8,0
8.3,1,7,Information Technology,DS,0.85,3,1
6.53,0,7,Mechanical,CYB,0.83,5,1
6.9,0,8,Electronics,WEB,0.78,4,1
7.0,2,6,Computer Science,CLOUD,0.87,4,0
6.52,0,6,Civil,CLOUD,0.87,0,0
8.19,0,8,Civil,CYB,0.83,1,1
6.32,2,8,Civil,WEB,0.78,1,0
5.43,0,6,Electronics,DS,0.85,2,0
6.95,1,8,Mechanical,CYB,0.83,4,0
10.0,2,6,Information Technology,AIML,0.9,5,1
5.84,1,5,Information Technology,WEB,0.78,6,0
6.32,1,6,Civil,CYB,0.83,1,0
6.78,1,8,Computer Science,CYB,0.83,0,1
8.25,1,6,Computer Science,CYB,0.83,0,1
7.89,0,8,Electronics,CLOUD,0.87,4,0
6.99,0,7,Information Technology,DS,0.85,2,1
7.78,1,7,Electronics,DS,0.85,0,1
8.58,2,5,Electronics,WEB,0.78,2,0
8.42,0,8,Civil,CYB,0.83,1,1
6.8,3,7,Information Technology,AIML,0.9,4,1
10.0,0,7,Civil,CYB,0.83,5,1
6.06,0,7,Information Technology,DS,0.85,2,1
5.78,1,5,Information Technology,CYB,0.83,4,0
7.53,1,8,Civil,CYB,0.83,5,0
6.55,0,6,Civil,AIML,0.9,5,1
7.38,0,6,Mechanical,AIML,0.9,2,1
8.26,0,5,Civil,WEB,0.78,6,1
6.52,1,7,Electronics,CLOUD,0.87,0,0
7.37,0,8,Civil,CLOUD,0.87,1,0
8.49,2,5,Electronics,CYB,0.83,3,0
7.33,0,5,Electronics,AIML,0.9,2,0
7.07,1,6,Computer Science,AIML,0.9,0,1
7.12,0,8,Civil,CLOUD,0.87,4,1
7.45,0,6,Computer Science,CYB,0.83,2,1
8.14,3,8,Information Technology,CYB,0.83,1,0
6.27,1,6,Mechanical,WEB,0.78,4,1
5.77,0,7,Mechanical,CYB,0.83,2,0
6.03,1,6,Information Technology,CLOUD,0.87,2,1
6.47,0,7,Electronics,CYB,0.83,2,1
6.21,0,7,Information Technology,CYB,0.83,2,1
5.46,0,7,Electronics,CLOUD,0.87,6,1
6.65,0,8,Mechanical,CLOUD,0.87,3,0
3.49,0,8,Civil,DS,0.85,0,0
6.62,0,8,Electronics,DS,0.85,2,1
7.01,1,8,Civil,CLOUD,0.87,3,0
3.6,0,8,Electronics,AIML,0.9,3,1
6.91,0,7,Computer Science,WEB,0.78,3,1
4.14,1,6,Information Technology,CYB,0.83,3,0
7.29,0,7,Electronics,WEB,0.78,5,1
5.17,0,6,Civil,WEB,0.78,7,1
8.3,2,5,Mechanical,AIML,0.9,3,0
8.29,0,5,Information Technology,CYB,0.83,6,1
8.48,0,8,Information Technology,CLOUD,0.87,6,1
7.04,0,7,Information Technology,CYB,0.83,3,1
7.06,0,5,Electronics,AIML,0.9,3,1
6.69,0,6,Computer Science,CLOUD,0.87,4,1
6.65,0,7,Electronics,CLOUD,0.87,4,0
7.99,0,8,Civil,AIML,0.9,3,1
5.88,0,5,Mechanical,CLOUD,0.87,4,1
3.98,0,5,Civil,CLOUD,0.87,3,0
7.09,0,7,Information Technology,AIML,0.9,3,1
7.41,3,5,Computer Science,WEB,0.78,1,0
5.74,1,6,Computer Science,WEB,0.78,8,0
7.02,0,6,Information Technology,AIML,0.9,1,1
9.47,2,5,Electronics,AIML,0.9,2,0
7.02,0,7,Mechanical,DS,0.85,5,1
5.5,0,6,Electronics,CYB,0.83,5,0
9.01,1,8,Information Technology,AIML,0.9,4,1
7.92,1,6,Information Technology,WEB,0.78,2,1
7.7,0,6,Information Technology,DS,0.85,3,1
5.99,0,6,Mechanical,DS,0.85,4,1
4.3,0,5,Civil,AIML,0.9,3,1
9.53,1,6,Civil,AIML,0.9,0,1
8.67,0,5,Computer Science,DS,0.85,3,0
8.72,0,6,Electronics,CLOUD,0.87,0,0
6.18,0,8,Information Technology,AIML,0.9,4,1
5.06,1,7,Electronics,DS,0.85,0,0
9.23,0,8,Mechanical,DS,0.85,4,1
7.23,2,6,Mechanical,WEB,0.78,3,0
6.36,1,8,Computer Science,CYB,0.83,3,1
8.38,1,7,Mechanical,WEB,0.78,3,0
7.22,0,8,Mechanical,CYB,0.83,3,1
7.3,0,8,Information Technology,DS,0.85,2,1
6.21,0,8,Information Technology,WEB,0.78,2,0
8.85,1,6,Mechanical,CLOUD,0.87,2,1
7.09,0,5,Computer Science,CLOUD,0.87,0,0
6.66,1,6,Computer Science,DS,0.85,3,1
5.75,0,7,Information Technology,CLOUD,0.87,6,1
7.0,1,6,Civil,AIML,0.9,5,1
8.58,0,5,Computer Science,CLOUD,0.87,4,1
6.58,1,8,Information Technology,DS,0.85,5,1
6.4,0,8,Electronics,WEB,0.78,4,1
6.63,1,5,Civil,AIML,0.9,2,0
5.49,0,7,Mechanical,DS,0.85,7,0
6.97,0,5,Civil,DS,0.85,5,1
5.02,1,7,Mechanical,DS,0.85,1,0
6.08,1,6,Electronics,WEB,0.78,5,0
6.47,0,6,Civil,WEB,0.78,3,1
6.91,1,6,Mechanical,WEB,0.78,4,0
6.17,2,7,Information Technology,WEB,0.78,4,0
8.57,0,5,Information Technology,AIML,0.9,6,1
5.46,1,5,Computer Science,CYB,0.83,3,1
7.23,1,6,Information Technology,WEB,0.78,3,1
7.8,0,8,Civil,CLOUD,0.87,1,0
6.44,0,5,Information Technology,WEB,0.78,3,0
10.0,0,7,Electronics,CYB,0.83,1,1
7.27,0,5,Computer Science,CLOUD,0.87,8,1
8.45,0,5,Computer Science,CYB,0.83,3,1
7.36,1,6,Civil,CLOUD,0.87,4,0
7.61,1,6,Electronics,DS,0.85,4,1
7.03,0,8,Civil,DS,0.85,3,0
8.52,0,5,Information Technology,WEB,0.78,6,1
8.73,0,7,Information Technology,AIML,0.9,2,1
6.57,0,5,Computer Science,AIML,0.9,4,1
8.36,0,7,Civil,DS,0.85,1,1
5.98,0,8,Civil,WEB,0.78,3,1
8.99,0,6,Civil,WEB,0.78,6,1
7.24,0,5,Civil,AIML,0.9,5,1
7.99,0,7,Computer Science,WEB,0.78,3,1
5.86,4,6,Computer Science,WEB,0.78,5,0
5.79,0,7,Computer Science,DS,0.85,3,0
4.67,0,7,Computer Science,WEB,0.78,7,1
5.89,0,7,Civil,DS,0.85,0,0
6.82,1,6,Information Technology,CYB,0.83,3,0
7.59,0,6,Information Technology,CLOUD,0.87,3,1
7.08,0,5,Mechanical,CLOUD,0.87,5,1
7.6,2,7,Electronics,DS,0.85,4,0
7.01,1,6,Computer Science,DS,0.85,3,1
8.27,0,6,Mechanical,AIML,0.9,7,1
8.41,2,7,Information Technology,DS,0.85,5,0
6.75,1,5,Civil,WEB,0.78,4,0
7.27,2,6,Electronics,WEB,0.78,3,0
5.49,0,6,Mechanical,CYB,0.83,5,0
9.36,0,5,Computer Science,CLOUD,0.87,1,1
8.08,3,8,Mechanical,CLOUD,0.87,3,0
7.41,0,5,Electronics,AIML,0.9,6,1
6.44,0,6,Computer Science,CLOUD,0.87,5,1
7.08,3,5,Mechanical,AIML,0.9,7,1
6.46,3,5,Mechanical,DS,0.85,4,1
7.2,1,8,Mechanical,AIML,0.9,0,0
6.95,1,8,Mechanical,CYB,0.83,3,0
7.62,0,7,Electronics,CLOUD,0.87,3,1
7.53,0,6,Civil,CLOUD,0.87,3,1
7.72,0,8,Electronics,CYB,0.83,5,1
6.53,0,5,Civil,CYB,0.83,5,0
8.38,0,7,Civil,CYB,0.83,5,1
9.08,2,7,Information Technology,DS,0.85,5,1
7.83,0,6,Civil,DS,0.85,5,1
6.61,0,8,Computer Science,DS,0.85,4,1
6.44,1,7,Computer Science,DS,0.85,3,0
8.51,1,7,Mechanical,CLOUD,0.87,1,1
7.57,1,6,Mechanical,CLOUD,0.87,3,1
8.35,1,8,Civil,DS,0.85,4,1
7.81,1,7,Electronics,WEB,0.78,5,1
8.53,0,6,Information Technology,DS,0.85,4,1
7.99,0,7,Mechanical,WEB,0.78,5,1
7.44,0,6,Information Technology,DS,0.85,3,1
7.26,2,7,Mechanical,CYB,0.83,2,0
6.63,1,6,Civil,CLOUD,0.87,0,1
7.38,1,7,Electronics,CYB,0.83,1,0
5.03,0,8,Electronics,CLOUD,0.87,1,0
6.77,0,8,Electronics,CLOUD,0.87,4,1
7.72,1,7,Electronics,CYB,0.83,4,0
6.34,1,7,Electronics,CYB,0.83,4,1
4.57,0,7,Electronics,CYB,0.83,4,0
7.73,1,5,Information Technology,CYB,0.83,4,1
7.91,1,6,Electronics,DS,0.85,7,1
6.14,0,8,Electronics,WEB,0.78,4,1
5.49,0,6,Computer Science,AIML,0.9,3,1
5.66,1,7,Electronics,CYB,0.83,5,0
5.83,0,6,Civil,AIML,0.9,5,1
8.01,1,7,Electronics,DS,0.85,7,0
7.25,0,5,Civil,WEB,0.78,4,1
9.69,0,8,Civil,AIML,0.9,2,1
9.58,1,5,Mechanical,DS,0.85,5,1
7.34,1,6,Civil,DS,0.85,4,1
10.0,2,8,Computer Science,CYB,0.83,1,1
6.57,1,5,Information Technology,CLOUD,0.87,1,1
6.92,1,6,Information Technology,CLOUD,0.87,3,0
7.28,0,5,Computer Science,WEB,0.78,3,0
7.6,1,6,Electronics,AIML,0.9,0,0
7.51,1,5,Civil,WEB,0.78,6,1
6.46,0,7,Information Technology,CLOUD,0.87,5,1
7.98,0,5,Computer Science,DS,0.85,4,1
5.69,1,8,Information Technology,CYB,0.83,2,0
7.22,1,7,Computer Science,DS,0.85,2,0
4.89,0,8,Mechanical,WEB,0.78,1,0
8.72,1,8,Electronics,CLOUD,0.87,5,0
8.1,1,5,Civil,AIML,0.9,1,1
8.27,2,7,Computer Science,WEB,0.78,5,0
7.63,1,6,Civil,CYB,0.83,3,1
8.14,0,6,Information Technology,WEB,0.78,2,1
7.54,0,6,Electronics,CLOUD,0.87,2,1
6.99,0,5,Computer Science,CYB,0.83,5,1
9.11,0,7,Electronics,CLOUD,0.87,2,1
5.41,2,7,Civil,DS,0.85,4,0
6.84,0,6,Electronics,CLOUD,0.87,6,1
6.16,2,8,Electronics,WEB,0.78,4,0
8.13,2,7,Mechanical,DS,0.85,1,0
7.07,0,8,Electronics,AIML,0.9,10,1
8.9,2,7,Civil,CLOUD,0.87,3,1
7.05,1,6,Information Technology,WEB,0.78,2,1
7.6,2,7,Electronics,WEB,0.78,4,0
6.14,1,7,Electronics,CYB,0.83,4,0
6.81,1,8,Civil,CYB,0.83,4,1
7.64,3,6,Electronics,CYB,0.83,7,0
6.62,0,7,Civil,DS,0.85,4,1
7.12,1,8,Civil,DS,0.85,3,1
6.1,1,6,Computer Science,DS,0.85,2,1
7.09,0,6,Mechanical,CLOUD,0.87,0,0
7.87,1,7,Civil,AIML,0.9,3,0
8.29,0,7,Civil,DS,0.85,1,0
6.03,1,6,Civil,AIML,0.9,2,0
8.86,1,6,Civil,WEB,0.78,3,1
8.37,1,8,Computer Science,WEB,0.78,3,0
7.67,1,7,Information Technology,AIML,0.9,5,1
7.09,2,5,Electronics,DS,0.85,2,0
7.49,0,6,Civil,AIML,0.9,1,0
5.87,1,6,Mechanical,DS,0.85,5,0
6.51,1,5,Computer Science,CYB,0.83,3,1
7.07,1,8,Computer Science,WEB,0.78,5,1
8.57,0,5,Computer Science,DS,0.85,3,0
7.72,0,8,Computer Science,CLOUD,0.87,2,1
8.78,0,8,Electronics,CYB,0.83,1,1
6.44,0,6,Computer Science,AIML,0.9,4,1
6.56,0,5,Information Technology,DS,0.85,9,1
7.01,0,5,Computer Science,WEB,0.78,6,0
5.91,1,5,Information Technology,CYB,0.83,6,1
9.33,1,8,Information Technology,DS,0.85,3,1
6.34,0,7,Computer Science,CLOUD,0.87,3,1
9.1,1,5,Computer Science,CYB,0.83,4,1
5.22,0,6,Civil,CYB,0.83,3,0
6.4,1,8,Civil,CYB,0.83,0,0
7.36,0,6,Mechanical,WEB,0.78,1,1
6.93,3,5,Information Technology,AIML,0.9,2,0
7.23,0,7,Computer Science,DS,0.85,5,1
7.67,0,5,Civil,CYB,0.83,5,1
6.95,0,8,Electronics,CLOUD,0.87,4,1
6.48,1,6,Information Technology,WEB,0.78,5,0
6.57,0,5,Electronics,DS,0.85,3,0
6.24,0,7,Computer Science,WEB,0.78,4,1
5.44,1,5,Computer Science,DS,0.85,2,0
8.67,0,7,Mechanical,WEB,0.78,3,1
6.53,1,7,Information Technology,WEB,0.78,8,1
8.23,0,7,Mechanical,CLOUD,0.87,4,1
4.9,0,6,Electronics,CLOUD,0.87,5,1
6.45,2,5,Computer Science,AIML,0.9,3,1
7.61,0,7,Information Technology,DS,0.85,3,1
7.77,1,6,Civil,WEB,0.78,5,0
6.61,0,8,Computer Science,CYB,0.83,6,1
8.0,2,8,Mechanical,DS,0.85,3,0
6.31,3,5,Computer Science,AIML,0.9,4,1
8.81,0,6,Information Technology,DS,0.85,3,1
7.53,0,5,Information Technology,WEB,0.78,3,0
6.17,2,5,Civil,CYB,0.83,3,1
6.61,0,7,Information Technology,WEB,0.78,7,1
6.55,0,8,Computer Science,CYB,0.83,2,1
7.82,0,7,Mechanical,CYB,0.83,5,1
8.51,1,8,Electronics,AIML,0.9,1,1
8.98,0,7,Mechanical,CLOUD,0.87,3,1
9.42,1,7,Information Technology,DS,0.85,5,1
7.69,1,7,Mechanical,WEB,0.78,5,1
9.47,0,7,Mechanical,CYB,0.83,2,1
6.54,1,5,Computer Science,DS,0.85,2,1
5.98,1,6,Civil,WEB,0.78,3,0
6.03,0,6,Information Technology,AIML,0.9,5,0
7.96,3,7,Computer Science,CYB,0.83,3,1
5.34,0,8,Information Technology,DS,0.85,4,1
4.3,0,6,Computer Science,CYB,0.83,0,0
5.98,0,7,Information Technology,DS,0.85,5,1
7.01,0,8,Computer Science,CLOUD,0.87,1,0
8.14,0,7,Mechanical,CYB,0.83,3,1
6.44,1,7,Electronics,DS,0.85,6,1
7.82,3,5,Computer Science,WEB,0.78,5,0
5.28,2,6,Mechanical,WEB,0.78,4,0
8.07,1,7,Civil,CLOUD,0.87,2,1
8.23,0,5,Information Technology,CLOUD,0.87,5,1
