cgpa,backlog,semester,department,course_id,course_min_cgpa,course_max_backlog,eligible
6.25,1,3,Information Technology,WEB,6.0,2,1
6.25,1,3,Information Technology,CYB,7.0,1,0
6.25,1,3,Information Technology,CLOUD,6.5,1,0
7.69,1,3,Computer Science,AIML,7.5,0,1
7.69,1,3,Computer Science,DS,7.0,1,1
7.69,1,3,Computer Science,WEB,6.0,2,1
7.69,1,3,Computer Science,CYB,7.0,1,1
7.69,1,3,Computer Science,CLOUD,6.5,1,0
5.23,2,3,Computer Science,AIML,7.5,0,0
5.23,2,3,Computer Science,DS,7.0,1,0
5.23,2,3,Computer Science,WEB,6.0,2,0
5.23,2,3,Computer Science,CYB,7.0,1,0
5.23,2,3,Computer Science,CLOUD,6.5,1,0
8.06,2,6,Electronics,AIML,7.5,0,0
8.06,2,6,Electronics,DS,7.0,1,0
8.06,2,6,Electronics,WEB,6.0,2,1
8.06,2,6,Electronics,CYB,7.0,1,0
8.06,2,6,Electronics,CLOUD,6.5,1,0
6.89,0,4,Information Technology,AIML,7.5,0,0
6.89,0,4,Information Technology,DS,7.0,1,0
6.89,0,4,Information Technology,WEB,6.0,2,1
6.89,0,4,Information Technology,CYB,7.0,1,1
6.89,0,4,Information Technology,CLOUD,6.5,1,1
5.2,3,6,Mechanical,AIML,7.5,0,0
5.2,3,6,Mechanical,DS,7.0,1,0
5.2,3,6,Mechanical,WEB,6.0,2,0
5.2,3,6,Mechanical,CYB,7.0,1,0
5.2,3,6,Mechanical,CLOUD,6.5,1,0
8.6,0,5,Civil,AIML,7.5,0,1
8.6,0,5,Civil,DS,7.0,1,1
8.6,0,5,Civil,WEB,6.0,2,1
8.6,0,5,Civil,CYB,7.0,1,1
8.6,0,5,Civil,CLOUD,6.5,1,1
8.97,0,4,Civil,AIML,7.5,0,1
8.97,0,4,Civil,DS,7.0,1,1
8.97,0,4,Civil,WEB,6.0,2,1
8.97,0,4,Civil,CYB,7.0,1,1
8.97,0,4,Civil,CLOUD,6.5,1,1
5.74,0,7,Mechanical,AIML,7.5,0,0
5.74,0,7,Mechanical,DS,7.0,1,0
5.74,0,7,Mechanical,WEB,6.0,2,0
5.74,0,7,Mechanical,CYB,7.0,1,0
5.74,0,7,Mechanical,CLOUD,6.5,1,0
6.56,2,7,Information Technology,AIML,7.5,0,0
6.56,2,7,Information Technology,DS,7.0,1,0
6.56,2,7,Information Technology,WEB,6.0,2,1
6.56,2,7,Information Technology,CYB,7.0,1,0
6.56,2,7,Information Technology,CLOUD,6.5,1,0
6.33,1,5,Computer Science,AIML,7.5,0,0
6.33,1,5,Computer Science,DS,7.0,1,1
6.33,1,5,Computer Science,WEB,6.0,2,1
6.33,1,5,Computer Science,CYB,7.0,1,0
6.33,1,5,Computer Science,CLOUD,6.5,1,0
6.19,2,3,Mechanical,AIML,7.5,0,0
6.19,2,3,Mechanical,DS,7.0,1,0
6.19,2,3,Mechanical,WEB,6.0,2,1
6.19,2,3,Mechanical,CYB,7.0,1,0
6.19,2,3,Mechanical,CLOUD,6.5,1,0
6.83,1,6,Electronics,AIML,7.5,0,0
6.83,1,6,Electronics,DS,7.0,1,0
6.83,1,6,Electronics,WEB,6.0,2,1
6.83,1,6,Electronics,CYB,7.0,1,0
6.83,1,6,Electronics,CLOUD,6.5,1,1
8.01,3,6,Mechanical,AIML,7.5,0,0
8.01,3,6,Mechanical,DS,7.0,1,0
8.01,3,6,Mechanical,WEB,6.0,2,0
8.01,3,6,Mechanical,CYB,7.0,1,0
8.01,3,6,Mechanical,CLOUD,6.5,1,0
7.0,3,8,Mechanical,AIML,7.5,0,0
7.0,3,8,Mechanical,DS,7.0,1,0
7.0,3,8,Mechanical,WEB,6.0,2,0
7.0,3,8,Mechanical,CYB,7.0,1,0
7.0,3,8,Mechanical,CLOUD,6.5,1,0
8.6,1,7,Civil,AIML,7.5,0,0
8.6,1,7,Civil,DS,7.0,1,1
8.6,1,7,Civil,WEB,6.0,2,1
8.6,1,7,Civil,CYB,7.0,1,1
8.6,1,7,Civil,CLOUD,6.5,1,1
6.89,0,6,Information Technology,AIML,7.5,0,0
6.89,0,6,Information Technology,DS,7.0,1,0
6.89,0,6,Information Technology,WEB,6.0,2,1
6.89,0,6,Information Technology,CYB,7.0,1,0
6.89,0,6,Information Technology,CLOUD,6.5,1,1
5.82,0,5,Civil,AIML,7.5,0,0
5.82,0,5,Civil,DS,7.0,1,0
5.82,0,5,Civil,WEB,6.0,2,0
5.82,0,5,Civil,CYB,7.0,1,0
5.82,0,5,Civil,CLOUD,6.5,1,0
8.98,4,3,Information Technology,AIML,7.5,0,0
8.98,4,3,Information Technology,DS,7.0,1,0
8.98,4,3,Information Technology,WEB,6.0,2,0
8.98,4,3,Information Technology,CYB,7.0,1,0
8.98,4,3,Information Technology,CLOUD,6.5,1,0
8.04,0,4,Mechanical,AIML,7.5,0,1
8.04,0,4,Mechanical,DS,7.0,1,1
8.04,0,4,Mechanical,WEB,6.0,2,1
8.04,0,4,Mechanical,CYB,7.0,1,1
8.04,0,4,Mechanical,CLOUD,6.5,1,1
7.08,1,6,Information Technology,AIML,7.5,0,0
7.08,1,6,Information Technology,DS,7.0,1,1
7.08,1,6,Information Technology,WEB,6.0,2,1
7.08,1,6,Information Technology,CYB,7.0,1,1
7.08,1,6,Information Technology,CLOUD,6.5,1,1
8.45,0,3,Electronics,AIML,7.5,0,0
8.45,0,3,Electronics,DS,7.0,1,1
8.45,0,3,Electronics,WEB,6.0,2,1
8.45,0,3,Electronics,CYB,7.0,1,1
8.45,0,3,Electronics,CLOUD,6.5,1,1
7.0,0,5,Mechanical,AIML,7.5,0,1
7.0,0,5,Mechanical,DS,7.0,1,1
7.0,0,5,Mechanical,WEB,6.0,2,1
7.0,0,5,Mechanical,CYB,7.0,1,1
7.0,0,5,Mechanical,CLOUD,6.5,1,1
8.3,0,3,Computer Science,AIML,7.5,0,1
8.3,0,3,Computer Science,DS,7.0,1,1
8.3,0,3,Computer Science,WEB,6.0,2,1
8.3,0,3,Computer Science,CYB,7.0,1,1
8.3,0,3,Computer Science,CLOUD,6.5,1,1
6.72,0,6,Information Technology,AIML,7.5,0,0
6.72,0,6,Information Technology,DS,7.0,1,1
6.72,0,6,Information Technology,WEB,6.0,2,1
6.72,0,6,Information Technology,CYB,7.0,1,0
6.72,0,6,Information Technology,CLOUD,6.5,1,1
3.34,0,6,Mechanical,AIML,7.5,0,0
3.34,0,6,Mechanical,DS,7.0,1,0
3.34,0,6,Mechanical,WEB,6.0,2,0
3.34,0,6,Mechanical,CYB,7.0,1,0
3.34,0,6,Mechanical,CLOUD,6.5,1,0
6.56,2,8,Computer Science,AIML,7.5,0,0
6.56,2,8,Computer Science,DS,7.0,1,0
6.56,2,8,Computer Science,WEB,6.0,2,1
6.56,2,8,Computer Science,CYB,7.0,1,0
6.56,2,8,Computer Science,CLOUD,6.5,1,0
8.07,2,5,Information Technology,AIML,7.5,0,0
8.07,2,5,Information Technology,DS,7.0,1,0
8.07,2,5,Information Technology,WEB,6.0,2,1
8.07,2,5,Information Technology,CYB,7.0,1,0
8.07,2,5,Information Technology,CLOUD,6.5,1,0
8.82,1,3,Information Technology,AIML,7.5,0,0
8.82,1,3,Information Technology,DS,7.0,1,1
8.82,1,3,Information Technology,WEB,6.0,2,1
8.82,1,3,Information Technology,CYB,7.0,1,1
8.82,1,3,Information Technology,CLOUD,6.5,1,1
6.89,1,4,Computer Science,AIML,7.5,0,0
6.89,1,4,Computer Science,DS,7.0,1,0
6.89,1,4,Computer Science,WEB,6.0,2,1
6.89,1,4,Computer Science,CYB,7.0,1,0
6.89,1,4,Computer Science,CLOUD,6.5,1,1
6.72,0,3,Information Technology,AIML,7.5,0,0
6.72,0,3,Information Technology,DS,7.0,1,1
6.72,0,3,Information Technology,WEB,6.0,2,1
6.72,0,3,Information Technology,CYB,7.0,1,0
6.72,0,3,Information Technology,CLOUD,6.5,1,1
8.82,0,3,Electronics,AIML,7.5,0,1
8.82,0,3,Electronics,DS,7.0,1,1
8.82,0,3,Electronics,WEB,6.0,2,1
8.82,0,3,Electronics,CYB,7.0,1,1
8.82,0,3,Electronics,CLOUD,6.5,1,1
6.31,0,4,Mechanical,AIML,7.5,0,0
6.31,0,4,Mechanical,DS,7.0,1,0
6.31,0,4,Mechanical,WEB,6.0,2,1
6.31,0,4,Mechanical,CYB,7.0,1,0
6.31,0,4,Mechanical,CLOUD,6.5,1,0
7.52,0,6,Information Technology,AIML,7.5,0,0
7.52,0,6,Information Technology,DS,7.0,1,1
7.52,0,6,Information Technology,WEB,6.0,2,1
7.52,0,6,Information Technology,CYB,7.0,1,1
7.52,0,6,Information Technology,CLOUD,6.5,1,1
5.5,2,5,Computer Science,AIML,7.5,0,0
5.5,2,5,Computer Science,DS,7.0,1,0
5.5,2,5,Computer Science,WEB,6.0,2,0
5.5,2,5,Computer Science,CYB,7.0,1,0
5.5,2,5,Computer Science,CLOUD,6.5,1,0
6.0,1,8,Mechanical,AIML,7.5,0,0
6.0,1,8,Mechanical,DS,7.0,1,0
6.0,1,8,Mechanical,WEB,6.0,2,1
6.0,1,8,Mechanical,CYB,7.0,1,0
6.0,1,8,Mechanical,CLOUD,6.5,1,0
6.61,3,7,Information Technology,AIML,7.5,0,0
6.61,3,7,Information Technology,DS,7.0,1,0
6.61,3,7,Information Technology,WEB,6.0,2,0
6.61,3,7,Information Technology,CYB,7.0,1,0
6.61,3,7,Information Technology,CLOUD,6.5,1,1
7.61,1,5,Civil,AIML,7.5,0,0
7.61,1,5,Civil,DS,7.0,1,0
7.61,1,5,Civil,WEB,6.0,2,1
7.61,1,5,Civil,CYB,7.0,1,1
7.61,1,5,Civil,CLOUD,6.5,1,1
7.1,1,5,Civil,AIML,7.5,0,0
7.1,1,5,Civil,DS,7.0,1,1
7.1,1,5,Civil,WEB,6.0,2,1
7.1,1,5,Civil,CYB,7.0,1,1
7.1,1,5,Civil,CLOUD,6.5,1,1
5.75,0,7,Mechanical,AIML,7.5,0,0
5.75,0,7,Mechanical,DS,7.0,1,0
5.75,0,7,Mechanical,WEB,6.0,2,0
5.75,0,7,Mechanical,CYB,7.0,1,0
5.75,0,7,Mechanical,CLOUD,6.5,1,0
6.72,2,5,Computer Science,AIML,7.5,0,0
6.72,2,5,Computer Science,DS,7.0,1,1
6.72,2,5,Computer Science,WEB,6.0,2,1
6.72,2,5,Computer Science,CYB,7.0,1,1
6.72,2,5,Computer Science,CLOUD,6.5,1,0
7.14,1,3,Mechanical,AIML,7.5,0,0
7.14,1,3,Mechanical,DS,7.0,1,1
7.14,1,3,Mechanical,WEB,6.0,2,1
7.14,1,3,Mechanical,CYB,7.0,1,0
7.14,1,3,Mechanical,CLOUD,6.5,1,1
5.85,2,7,Civil,AIML,7.5,0,0
5.85,2,7,Civil,DS,7.0,1,0
5.85,2,7,Civil,WEB,6.0,2,0
5.85,2,7,Civil,CYB,7.0,1,0
5.85,2,7,Civil,CLOUD,6.5,1,0
5.82,2,3,Computer Science,AIML,7.5,0,0
5.82,2,3,Computer Science,DS,7.0,1,0
5.82,2,3,Computer Science,WEB,6.0,2,0
5.82,2,3,Computer Science,CYB,7.0,1,0
5.82,2,3,Computer Science,CLOUD,6.5,1,0
7.39,2,3,Mechanical,AIML,7.5,0,0
7.39,2,3,Mechanical,DS,7.0,1,0
7.39,2,3,Mechanical,WEB,6.0,2,0
7.39,2,3,Mechanical,CYB,7.0,1,0
7.39,2,3,Mechanical,CLOUD,6.5,1,0
4.13,0,6,Electronics,AIML,7.5,0,0
4.13,0,6,Electronics,DS,7.0,1,0
4.13,0,6,Electronics,WEB,6.0,2,0
4.13,0,6,Electronics,CYB,7.0,1,0
4.13,0,6,Electronics,CLOUD,6.5,1,0
8.68,1,7,Computer Science,AIML,7.5,0,0
8.68,1,7,Computer Science,DS,7.0,1,1
8.68,1,7,Computer Science,WEB,6.0,2,1
8.68,1,7,Computer Science,CYB,7.0,1,1
8.68,1,7,Computer Science,CLOUD,6.5,1,0
7.33,2,3,Information Technology,AIML,7.5,0,0
7.33,2,3,Information Technology,DS,7.0,1,0
7.33,2,3,Information Technology,WEB,6.0,2,1
7.33,2,3,Information Technology,CYB,7.0,1,0
7.33,2,3,Information Technology,CLOUD,6.5,1,0
6.03,0,8,Information Technology,AIML,7.5,0,0
6.03,0,8,Information Technology,DS,7.0,1,0
6.03,0,8,Information Technology,WEB,6.0,2,1
6.03,0,8,Information Technology,CYB,7.0,1,0
6.03,0,8,Information Technology,CLOUD,6.5,1,0
6.95,0,7,Electronics,AIML,7.5,0,0
6.95,0,7,Electronics,DS,7.0,1,0
6.95,0,7,Electronics,WEB,6.0,2,1
6.95,0,7,Electronics,CYB,7.0,1,0
6.95,0,7,Electronics,CLOUD,6.5,1,1
8.83,2,7,Mechanical,AIML,7.5,0,0
8.83,2,7,Mechanical,DS,7.0,1,0
8.83,2,7,Mechanical,WEB,6.0,2,1
8.83,2,7,Mechanical,CYB,7.0,1,0
8.83,2,7,Mechanical,CLOUD,6.5,1,0
6.12,0,7,Mechanical,AIML,7.5,0,0
6.12,0,7,Mechanical,DS,7.0,1,0
6.12,0,7,Mechanical,WEB,6.0,2,1
6.12,0,7,Mechanical,CYB,7.0,1,0
6.12,0,7,Mechanical,CLOUD,6.5,1,0
3.0,0,5,Mechanical,AIML,7.5,0,0
3.0,0,5,Mechanical,DS,7.0,1,0
3.0,0,5,Mechanical,WEB,6.0,2,0
3.0,0,5,Mechanical,CYB,7.0,1,0
3.0,0,5,Mechanical,CLOUD,6.5,1,0
5.1,1,7,Information Technology,AIML,7.5,0,0
5.1,1,7,Information Technology,DS,7.0,1,0
5.1,1,7,Information Technology,WEB,6.0,2,0
5.1,1,7,Information Technology,CYB,7.0,1,0
5.1,1,7,Information Technology,CLOUD,6.5,1,0
7.89,0,6,Mechanical,AIML,7.5,0,1
7.89,0,6,Mechanical,DS,7.0,1,1
7.89,0,6,Mechanical,WEB,6.0,2,1
7.89,0,6,Mechanical,CYB,7.0,1,1
7.89,0,6,Mechanical,CLOUD,6.5,1,1
7.35,1,5,Civil,AIML,7.5,0,1
7.35,1,5,Civil,DS,7.0,1,1
7.35,1,5,Civil,WEB,6.0,2,1
7.35,1,5,Civil,CYB,7.0,1,1
7.35,1,5,Civil,CLOUD,6.5,1,0
7.9,0,5,Computer Science,AIML,7.5,0,1
7.9,0,5,Computer Science,DS,7.0,1,1
7.9,0,5,Computer Science,WEB,6.0,2,1
7.9,0,5,Computer Science,CYB,7.0,1,1
7.9,0,5,Computer Science,CLOUD,6.5,1,1
9.27,0,7,Civil,AIML,7.5,0,1
9.27,0,7,Civil,DS,7.0,1,1
9.27,0,7,Civil,WEB,6.0,2,1
9.27,0,7,Civil,CYB,7.0,1,1
9.27,0,7,Civil,CLOUD,6.5,1,1
7.67,0,3,Mechanical,AIML,7.5,0,1
7.67,0,3,Mechanical,DS,7.0,1,1
7.67,0,3,Mechanical,WEB,6.0,2,1
7.67,0,3,Mechanical,CYB,7.0,1,1
7.67,0,3,Mechanical,CLOUD,6.5,1,1
7.8,2,7,Information Technology,AIML,7.5,0,0
7.8,2,7,Information Technology,DS,7.0,1,0
7.8,2,7,Information Technology,WEB,6.0,2,1
7.8,2,7,Information Technology,CYB,7.0,1,0
7.8,2,7,Information Technology,CLOUD,6.5,1,0
8.1,1,4,Computer Science,AIML,7.5,0,0
8.1,1,4,Computer Science,DS,7.0,1,1
8.1,1,4,Computer Science,WEB,6.0,2,1
8.1,1,4,Computer Science,CYB,7.0,1,1
8.1,1,4,Computer Science,CLOUD,6.5,1,1
7.91,0,7,Computer Science,AIML,7.5,0,1
7.91,0,7,Computer Science,DS,7.0,1,1
7.91,0,7,Computer Science,WEB,6.0,2,1
7.91,0,7,Computer Science,CYB,7.0,1,1
7.91,0,7,Computer Science,CLOUD,6.5,1,1
6.34,3,7,Mechanical,AIML,7.5,0,0
6.34,3,7,Mechanical,DS,7.0,1,0
6.34,3,7,Mechanical,WEB,6.0,2,0
6.34,3,7,Mechanical,CYB,7.0,1,0
6.34,3,7,Mechanical,CLOUD,6.5,1,1
9.1,1,5,Mechanical,AIML,7.5,0,0
9.1,1,5,Mechanical,DS,7.0,1,1
9.1,1,5,Mechanical,WEB,6.0,2,1
9.1,1,5,Mechanical,CYB,7.0,1,1
9.1,1,5,Mechanical,CLOUD,6.5,1,1
7.28,3,7,Computer Science,AIML,7.5,0,0
7.28,3,7,Computer Science,DS,7.0,1,0
7.28,3,7,Computer Science,WEB,6.0,2,0
7.28,3,7,Computer Science,CYB,7.0,1,1
7.28,3,7,Computer Science,CLOUD,6.5,1,0
5.87,0,7,Information Technology,AIML,7.5,0,0
5.87,0,7,Information Technology,DS,7.0,1,0
5.87,0,7,Information Technology,WEB,6.0,2,0
5.87,0,7,Information Technology,CYB,7.0,1,0
5.87,0,7,Information Technology,CLOUD,6.5,1,0
8.11,2,6,Mechanical,AIML,7.5,0,0
8.11,2,6,Mechanical,DS,7.0,1,0
8.11,2,6,Mechanical,WEB,6.0,2,1
8.11,2,6,Mechanical,CYB,7.0,1,0
8.11,2,6,Mechanical,CLOUD,6.5,1,0
6.5,0,6,Electronics,AIML,7.5,0,0
6.5,0,6,Electronics,DS,7.0,1,0
6.5,0,6,Electronics,WEB,6.0,2,1
6.5,0,6,Electronics,CYB,7.0,1,0
6.5,0,6,Electronics,CLOUD,6.5,1,1
6.24,2,8,Computer Science,AIML,7.5,0,0
6.24,2,8,Computer Science,DS,7.0,1,0
6.24,2,8,Computer Science,WEB,6.0,2,1
6.24,2,8,Computer Science,CYB,7.0,1,0
6.24,2,8,Computer Science,CLOUD,6.5,1,0
5.88,1,8,Information Technology,AIML,7.5,0,0
5.88,1,8,Information Technology,DS,7.0,1,0
5.88,1,8,Information Technology,WEB,6.0,2,0
5.88,1,8,Information Technology,CYB,7.0,1,0
5.88,1,8,Information Technology,CLOUD,6.5,1,0
5.5,0,8,Civil,AIML,7.5,0,0
5.5,0,8,Civil,DS,7.0,1,0
5.5,0,8,Civil,WEB,6.0,2,0
5.5,0,8,Civil,CYB,7.0,1,0
5.5,0,8,Civil,CLOUD,6.5,1,0
9.03,2,5,Civil,AIML,7.5,0,0
9.03,2,5,Civil,DS,7.0,1,0
9.03,2,5,Civil,WEB,6.0,2,0
9.03,2,5,Civil,CYB,7.0,1,0
9.03,2,5,Civil,CLOUD,6.5,1,0
6.36,0,5,Information Technology,AIML,7.5,0,0
6.36,0,5,Information Technology,DS,7.0,1,0
6.36,0,5,Information Technology,WEB,6.0,2,1
6.36,0,5,Information Technology,CYB,7.0,1,0
6.36,0,5,Information Technology,CLOUD,6.5,1,0
8.1,1,5,Civil,AIML,7.5,0,0
8.1,1,5,Civil,DS,7.0,1,1
8.1,1,5,Civil,WEB,6.0,2,1
8.1,1,5,Civil,CYB,7.0,1,1
8.1,1,5,Civil,CLOUD,6.5,1,1
4.25,2,4,Information Technology,AIML,7.5,0,0
4.25,2,4,Information Technology,DS,7.0,1,0
4.25,2,4,Information Technology,WEB,6.0,2,0
4.25,2,4,Information Technology,CYB,7.0,1,0
4.25,2,4,Information Technology,CLOUD,6.5,1,0
8.17,2,3,Computer Science,AIML,7.5,0,0
8.17,2,3,Computer Science,DS,7.0,1,0
8.17,2,3,Computer Science,WEB,6.0,2,1
8.17,2,3,Computer Science,CYB,7.0,1,0
8.17,2,3,Computer Science,CLOUD,6.5,1,0
7.08,2,4,Electronics,AIML,7.5,0,0
7.08,2,4,Electronics,DS,7.0,1,1
7.08,2,4,Electronics,WEB,6.0,2,1
7.08,2,4,Electronics,CYB,7.0,1,1
7.08,2,4,Electronics,CLOUD,6.5,1,0
6.73,1,4,Civil,AIML,7.5,0,0
6.73,1,4,Civil,DS,7.0,1,0
6.73,1,4,Civil,WEB,6.0,2,1
6.73,1,4,Civil,CYB,7.0,1,0
6.73,1,4,Civil,CLOUD,6.5,1,1
5.27,0,4,Computer Science,AIML,7.5,0,0
5.27,0,4,Computer Science,DS,7.0,1,0
5.27,0,4,Computer Science,WEB,6.0,2,0
5.27,0,4,Computer Science,CYB,7.0,1,0
5.27,0,4,Computer Science,CLOUD,6.5,1,0
8.32,0,5,Information Technology,AIML,7.5,0,0
8.32,0,5,Information Technology,DS,7.0,1,1
8.32,0,5,Information Technology,WEB,6.0,2,1
8.32,0,5,Information Technology,CYB,7.0,1,1
8.32,0,5,Information Technology,CLOUD,6.5,1,1
7.61,3,5,Computer Science,AIML,7.5,0,0
7.61,3,5,Computer Science,DS,7.0,1,0
7.61,3,5,Computer Science,WEB,6.0,2,0
7.61,3,5,Computer Science,CYB,7.0,1,0
7.61,3,5,Computer Science,CLOUD,6.5,1,0
7.45,0,8,Electronics,AIML,7.5,0,0
7.45,0,8,Electronics,DS,7.0,1,1
7.45,0,8,Electronics,WEB,6.0,2,1
7.45,0,8,Electronics,CYB,7.0,1,1
7.45,0,8,Electronics,CLOUD,6.5,1,1
8.05,0,3,Computer Science,AIML,7.5,0,1
8.05,0,3,Computer Science,DS,7.0,1,1
8.05,0,3,Computer Science,WEB,6.0,2,1
8.05,0,3,Computer Science,CYB,7.0,1,1
8.05,0,3,Computer Science,CLOUD,6.5,1,1
7.96,0,6,Civil,AIML,7.5,0,1
7.96,0,6,Civil,DS,7.0,1,1
7.96,0,6,Civil,WEB,6.0,2,1
7.96,0,6,Civil,CYB,7.0,1,1
7.96,0,6,Civil,CLOUD,6.5,1,1
7.92,1,7,Civil,AIML,7.5,0,0
7.92,1,7,Civil,DS,7.0,1,0
7.92,1,7,Civil,WEB,6.0,2,1
7.92,1,7,Civil,CYB,7.0,1,1
7.92,1,7,Civil,CLOUD,6.5,1,1
5.09,0,3,Information Technology,AIML,7.5,0,0
5.09,0,3,Information Technology,DS,7.0,1,0
5.09,0,3,Information Technology,WEB,6.0,2,0
5.09,0,3,Information Technology,CYB,7.0,1,0
5.09,0,3,Information Technology,CLOUD,6.5,1,0
6.49,2,8,Information Technology,AIML,7.5,0,0
6.49,2,8,Information Technology,DS,7.0,1,0
6.49,2,8,Information Technology,WEB,6.0,2,0
6.49,2,8,Information Technology,CYB,7.0,1,0
6.49,2,8,Information Technology,CLOUD,6.5,1,0
6.32,1,7,Electronics,AIML,7.5,0,0
6.32,1,7,Electronics,DS,7.0,1,0
6.32,1,7,Electronics,WEB,6.0,2,1
6.32,1,7,Electronics,CYB,7.0,1,0
6.32,1,7,Electronics,CLOUD,6.5,1,0
8.84,0,3,Civil,AIML,7.5,0,1
8.84,0,3,Civil,DS,7.0,1,1
8.84,0,3,Civil,WEB,6.0,2,1
8.84,0,3,Civil,CYB,7.0,1,1
8.84,0,3,Civil,CLOUD,6.5,1,1
7.18,2,6,Information Technology,AIML,7.5,0,0
7.18,2,6,Information Technology,DS,7.0,1,1
7.18,2,6,Information Technology,WEB,6.0,2,1
7.18,2,6,Information Technology,CYB,7.0,1,0
7.18,2,6,Information Technology,CLOUD,6.5,1,0
5.61,0,4,Mechanical,AIML,7.5,0,0
5.61,0,4,Mechanical,DS,7.0,1,0
5.61,0,4,Mechanical,WEB,6.0,2,0
5.61,0,4,Mechanical,CYB,7.0,1,0
5.61,0,4,Mechanical,CLOUD,6.5,1,0
8.98,4,7,Electronics,AIML,7.5,0,0
8.98,4,7,Electronics,DS,7.0,1,0
8.98,4,7,Electronics,WEB,6.0,2,0
8.98,4,7,Electronics,CYB,7.0,1,0
8.98,4,7,Electronics,CLOUD,6.5,1,0
6.34,1,8,Information Technology,AIML,7.5,0,0
6.34,1,8,Information Technology,DS,7.0,1,0
6.34,1,8,Information Technology,WEB,6.0,2,1
6.34,1,8,Information Technology,CYB,7.0,1,0
6.34,1,8,Information Technology,CLOUD,6.5,1,0
8.28,2,7,Information Technology,AIML,7.5,0,0
8.28,2,7,Information Technology,DS,7.0,1,0
8.28,2,7,Information Technology,WEB,6.0,2,1
8.28,2,7,Information Technology,CYB,7.0,1,0
8.28,2,7,Information Technology,CLOUD,6.5,1,0
8.87,0,8,Civil,AIML,7.5,0,1
8.87,0,8,Civil,DS,7.0,1,1
8.87,0,8,Civil,WEB,6.0,2,1
8.87,0,8,Civil,CYB,7.0,1,1
8.87,0,8,Civil,CLOUD,6.5,1,1
6.32,2,8,Computer Science,AIML,7.5,0,0
6.32,2,8,Computer Science,DS,7.0,1,0
6.32,2,8,Computer Science,WEB,6.0,2,1
6.32,2,8,Computer Science,CYB,7.0,1,0
6.32,2,8,Computer Science,CLOUD,6.5,1,0
7.19,1,5,Mechanical,AIML,7.5,0,0
7.19,1,5,Mechanical,DS,7.0,1,1
7.19,1,5,Mechanical,WEB,6.0,2,1
7.19,1,5,Mechanical,CYB,7.0,1,1
7.19,1,5,Mechanical,CLOUD,6.5,1,1
7.81,0,8,Electronics,AIML,7.5,0,1
7.81,0,8,Electronics,DS,7.0,1,1
7.81,0,8,Electronics,WEB,6.0,2,1
7.81,0,8,Electronics,CYB,7.0,1,1
7.81,0,8,Electronics,CLOUD,6.5,1,1
7.26,1,3,Civil,AIML,7.5,0,0
7.26,1,3,Civil,DS,7.0,1,1
7.26,1,3,Civil,WEB,6.0,2,1
7.26,1,3,Civil,CYB,7.0,1,1
7.26,1,3,Civil,CLOUD,6.5,1,1
7.04,1,3,Mechanical,AIML,7.5,0,0
7.04,1,3,Mechanical,DS,7.0,1,1
7.04,1,3,Mechanical,WEB,6.0,2,1
7.04,1,3,Mechanical,CYB,7.0,1,1
7.04,1,3,Mechanical,CLOUD,6.5,1,1
6.51,0,6,Mechanical,AIML,7.5,0,0
6.51,0,6,Mechanical,DS,7.0,1,0
6.51,0,6,Mechanical,WEB,6.0,2,1
6.51,0,6,Mechanical,CYB,7.0,1,0
6.51,0,6,Mechanical,CLOUD,6.5,1,1
7.2,2,3,Electronics,AIML,7.5,0,0
7.2,2,3,Electronics,DS,7.0,1,0
7.2,2,3,Electronics,WEB,6.0,2,1
7.2,2,3,Electronics,CYB,7.0,1,0
7.2,2,3,Electronics,CLOUD,6.5,1,0
7.23,1,6,Civil,AIML,7.5,0,0
7.23,1,6,Civil,DS,7.0,1,1
7.23,1,6,Civil,WEB,6.0,2,1
7.23,1,6,Civil,CYB,7.0,1,1
7.23,1,6,Civil,CLOUD,6.5,1,1
6.69,1,8,Mechanical,AIML,7.5,0,0
6.69,1,8,Mechanical,DS,7.0,1,0
6.69,1,8,Mechanical,WEB,6.0,2,1
6.69,1,8,Mechanical,CYB,7.0,1,0
6.69,1,8,Mechanical,CLOUD,6.5,1,1
5.55,0,8,Computer Science,AIML,7.5,0,0
5.55,0,8,Computer Science,DS,7.0,1,0
5.55,0,8,Computer Science,WEB,6.0,2,0
5.55,0,8,Computer Science,CYB,7.0,1,0
5.55,0,8,Computer Science,CLOUD,6.5,1,0
4.68,1,3,Information Technology,AIML,7.5,0,0
4.68,1,3,Information Technology,DS,7.0,1,0
4.68,1,3,Information Technology,WEB,6.0,2,0
4.68,1,3,Information Technology,CYB,7.0,1,0
4.68,1,3,Information Technology,CLOUD,6.5,1,0
5.54,0,8,Computer Science,AIML,7.5,0,0
5.54,0,8,Computer Science,DS,7.0,1,0
5.54,0,8,Computer Science,WEB,6.0,2,0
5.54,0,8,Computer Science,CYB,7.0,1,0
5.54,0,8,Computer Science,CLOUD,6.5,1,0
4.49,2,5,Mechanical,AIML,7.5,0,0
4.49,2,5,Mechanical,DS,7.0,1,0
4.49,2,5,Mechanical,WEB,6.0,2,0
4.49,2,5,Mechanical,CYB,7.0,1,0
4.49,2,5,Mechanical,CLOUD,6.5,1,0
6.2,4,8,Civil,AIML,7.5,0,0
6.2,4,8,Civil,DS,7.0,1,0
6.2,4,8,Civil,WEB,6.0,2,0
6.2,4,8,Civil,CYB,7.0,1,0
